;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 26/02/2016 17:42:36
;----------------------------------------------

;Address Opcode 	ASM
0x04CF	0x1683      	BSF        STATUS, 5
0x04D0	0x00D3      	MOVWF      ccalimentam_kp_L0
;servir.c,202 :: 		bluetoothm2:
___ccalimentam_bluetoothm2:
;servir.c,203 :: 		Lcd_Chr(2, 7, kp);
0x04D1	0x3002      	MOVLW      2
0x04D2	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x04D3	0x3007      	MOVLW      7
0x04D4	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x04D5	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x04D6	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x04D7	0x21FD      	CALL       _Lcd_Chr
;servir.c,204 :: 		delay();
0x04D8	0x223F      	CALL       _delay
;servir.c,206 :: 		if(kp == '#'){
0x04D9	0x1683      	BSF        STATUS, 5
0x04DA	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x04DB	0x3A23      	XORLW      35
0x04DC	0x1D03      	BTFSS      STATUS, 2
0x04DD	0x2CDF      	GOTO       L_ccalimentam69
;servir.c,207 :: 		goto ccalimentam;
0x04DE	0x2C25      	GOTO       ___ccalimentam_ccalimentaM
;servir.c,208 :: 		}
L_ccalimentam69:
;servir.c,209 :: 		else if (kp == '*'){
0x04DF	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x04E0	0x3A2A      	XORLW      42
0x04E1	0x1D03      	BTFSS      STATUS, 2
0x04E2	0x2CED      	GOTO       L_ccalimentam71
;servir.c,210 :: 		Lcd_Chr(2, 7, (minuto+48));
0x04E3	0x3002      	MOVLW      2
0x04E4	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x04E5	0x3007      	MOVLW      7
0x04E6	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x04E7	0x3030      	MOVLW      48
0x04E8	0x0752      	ADDWF      ccalimentam_minuto_L0, 0
0x04E9	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x04EA	0x21FD      	CALL       _Lcd_Chr
;servir.c,211 :: 		delay();
0x04EB	0x223F      	CALL       _delay
;servir.c,212 :: 		}
0x04EC	0x2CEE      	GOTO       L_ccalimentam72
L_ccalimentam71:
;servir.c,214 :: 		goto nnumm;
0x04ED	0x2C48      	GOTO       ___ccalimentam_nnumm
;servir.c,215 :: 		}
L_ccalimentam72:
;servir.c,216 :: 		}
0x04EE	0x2D46      	GOTO       L_ccalimentam73
L_ccalimentam64:
;servir.c,217 :: 		else if (dig == 2 && (kp-48) <= 9 && (kp-48) >= 0){
0x04EF	0x1683      	BSF        STATUS, 5
0x04F0	0x0851      	MOVF       ccalimentam_dig_L0, 0
0x04F1	0x3A02      	XORLW      2
0x04F2	0x1D03      	BTFSS      STATUS, 2
0x04F3	0x2D3A      	GOTO       L_ccalimentam76
0x04F4	0x3030      	MOVLW      48
0x04F5	0x0253      	SUBWF      ccalimentam_kp_L0, 0
0x04F6	0x00F1      	MOVWF      R1
0x04F7	0x01F2      	CLRF       R1+1
0x04F8	0x1C03      	BTFSS      STATUS, 0
0x04F9	0x03F2      	DECF       R1+1, 1
0x04FA	0x3080      	MOVLW      128
0x04FB	0x00F0      	MOVWF      R0
0x04FC	0x3080      	MOVLW      128
0x04FD	0x0672      	XORWF      R1+1, 0
0x04FE	0x0270      	SUBWF      R0, 0
0x04FF	0x1D03      	BTFSS      STATUS, 2
0x0500	0x2D03      	GOTO       L__ccalimentam129
0x0501	0x0871      	MOVF       R1, 0
0x0502	0x3C09      	SUBLW      9
L__ccalimentam129:
0x0503	0x1C03      	BTFSS      STATUS, 0
0x0504	0x2D3A      	GOTO       L_ccalimentam76
0x0505	0x3030      	MOVLW      48
0x0506	0x0253      	SUBWF      ccalimentam_kp_L0, 0
0x0507	0x00F1      	MOVWF      R1
0x0508	0x01F2      	CLRF       R1+1
0x0509	0x1C03      	BTFSS      STATUS, 0
0x050A	0x03F2      	DECF       R1+1, 1
0x050B	0x3080      	MOVLW      128
0x050C	0x0672      	XORWF      R1+1, 0
0x050D	0x00F0      	MOVWF      R0
0x050E	0x3080      	MOVLW      128
0x050F	0x0270      	SUBWF      R0, 0
0x0510	0x1D03      	BTFSS      STATUS, 2
0x0511	0x2D14      	GOTO       L__ccalimentam130
0x0512	0x3000      	MOVLW      0
0x0513	0x0271      	SUBWF      R1, 0
L__ccalimentam130:
0x0514	0x1C03      	BTFSS      STATUS, 0
0x0515	0x2D3A      	GOTO       L_ccalimentam76
L__ccalimentam116:
;servir.c,218 :: 		Lcd_chr(2,7,(minuto+48));
0x0516	0x3002      	MOVLW      2
0x0517	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0518	0x3007      	MOVLW      7
0x0519	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x051A	0x3030      	MOVLW      48
0x051B	0x0752      	ADDWF      ccalimentam_minuto_L0, 0
0x051C	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x051D	0x21FD      	CALL       _Lcd_Chr
;servir.c,219 :: 		minuto = (kp-48)+(10*minuto);
0x051E	0x3030      	MOVLW      48
0x051F	0x0253      	SUBWF      ccalimentam_kp_L0, 0
0x0520	0x00D4      	MOVWF      FLOC__ccalimentam
0x0521	0x300A      	MOVLW      10
0x0522	0x00F0      	MOVWF      R0
0x0523	0x0852      	MOVF       ccalimentam_minuto_L0, 0
0x0524	0x00F4      	MOVWF      R4
0x0525	0x21E4      	CALL       _Mul_8x8_U
0x0526	0x0870      	MOVF       R0, 0
0x0527	0x1683      	BSF        STATUS, 5
0x0528	0x0754      	ADDWF      FLOC__ccalimentam, 0
0x0529	0x00D2      	MOVWF      ccalimentam_minuto_L0
;servir.c,220 :: 		Lcd_chr(2,8,kp);
0x052A	0x3002      	MOVLW      2
0x052B	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x052C	0x3008      	MOVLW      8
0x052D	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x052E	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x052F	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0530	0x21FD      	CALL       _Lcd_Chr
;servir.c,221 :: 		Lcd_chr(2,10,minuto);
0x0531	0x3002      	MOVLW      2
0x0532	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0533	0x300A      	MOVLW      10
0x0534	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0535	0x0852      	MOVF       ccalimentam_minuto_L0, 0
0x0536	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0537	0x21FD      	CALL       _Lcd_Chr
;servir.c,222 :: 		delay();
0x0538	0x223F      	CALL       _delay
;servir.c,223 :: 		}
0x0539	0x2D46      	GOTO       L_ccalimentam77
L_ccalimentam76:
;servir.c,225 :: 		minuto = kp-48;
0x053A	0x3030      	MOVLW      48
0x053B	0x1683      	BSF        STATUS, 5
0x053C	0x0253      	SUBWF      ccalimentam_kp_L0, 0
0x053D	0x00D2      	MOVWF      ccalimentam_minuto_L0
;servir.c,226 :: 		Lcd_Chr(2, 7, kp);
0x053E	0x3002      	MOVLW      2
0x053F	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0540	0x3007      	MOVLW      7
0x0541	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0542	0x0853      	MOVF       ccalimentam_kp_L0, 0
0x0543	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x0544	0x21FD      	CALL       _Lcd_Chr
;servir.c,227 :: 		delay();
0x0545	0x223F      	CALL       _delay
;servir.c,228 :: 		}
L_ccalimentam77:
L_ccalimentam73:
;servir.c,229 :: 		return(minuto);
0x0546	0x1683      	BSF        STATUS, 5
0x0547	0x0852      	MOVF       ccalimentam_minuto_L0, 0
0x0548	0x00F0      	MOVWF      R0
;servir.c,230 :: 		}
L_end_ccalimentam:
0x0549	0x0008      	RETURN
; end of _ccalimentam
_EEPROM_Write:
;__Lib_EEPROM.c,16 :: 		
;__Lib_EEPROM.c,20 :: 		
L_EEPROM_Write0:
0x054A	0x1683      	BSF        STATUS, 5
0x054B	0x1703      	BSF        STATUS, 6
0x054C	0x1C8C      	BTFSS      EECON1, 1
0x054D	0x2D50      	GOTO       L_EEPROM_Write1
0x054E	0x0000      	NOP
0x054F	0x2D4A      	GOTO       L_EEPROM_Write0
L_EEPROM_Write1:
;__Lib_EEPROM.c,21 :: 		
0x0550	0x1303      	BCF        STATUS, 6
0x0551	0x0851      	MOVF       FARG_EEPROM_Write_Address, 0
0x0552	0x1283      	BCF        STATUS, 5
0x0553	0x1703      	BSF        STATUS, 6
0x0554	0x008D      	MOVWF      EEADR
;__Lib_EEPROM.c,22 :: 		
0x0555	0x1683      	BSF        STATUS, 5
0x0556	0x1303      	BCF        STATUS, 6
0x0557	0x0852      	MOVF       FARG_EEPROM_Write_data_, 0
0x0558	0x1283      	BCF        STATUS, 5
0x0559	0x1703      	BSF        STATUS, 6
0x055A	0x008C      	MOVWF      EEDATA
;__Lib_EEPROM.c,23 :: 		
0x055B	0x1683      	BSF        STATUS, 5
0x055C	0x138C      	BCF        EECON1, 7
;__Lib_EEPROM.c,24 :: 		
0x055D	0x150C      	BSF        EECON1, 2
;__Lib_EEPROM.c,26 :: 		
0x055E	0x080B      	MOVF       INTCON, 0
0x055F	0x00F0      	MOVWF      R0
;__Lib_EEPROM.c,29 :: 		
0x0560	0x138B      	BCF        INTCON, 7
;__Lib_EEPROM.c,30 :: 		
0x0561	0x3055      	MOVLW      85
0x0562	0x008D      	MOVWF      EECON2
;__Lib_EEPROM.c,31 :: 		
0x0563	0x30AA      	MOVLW      170
0x0564	0x008D      	MOVWF      EECON2
;__Lib_EEPROM.c,32 :: 		
0x0565	0x148C      	BSF        EECON1, 1
;__Lib_EEPROM.c,36 :: 		
0x0566	0x1BF0      	BTFSC      R0, 7
0x0567	0x2D6A      	GOTO       L__EEPROM_Write4
0x0568	0x138B      	BCF        INTCON, 7
0x0569	0x2D6B      	GOTO       L__EEPROM_Write5
L__EEPROM_Write4:
0x056A	0x178B      	BSF        INTCON, 7
L__EEPROM_Write5:
;__Lib_EEPROM.c,37 :: 		
0x056B	0x110C      	BCF        EECON1, 2
;__Lib_EEPROM.c,38 :: 		
L_end_EEPROM_Write:
0x056C	0x0008      	RETURN
; end of _EEPROM_Write
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x056D	0x2D7F      	GOTO       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x056E	0x3080      	MOVLW      128
0x056F	0x1683      	BSF        STATUS, 5
0x0570	0x1303      	BCF        STATUS, 6
0x0571	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x0572	0x2D92      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x0573	0x30C0      	MOVLW      192
0x0574	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x0575	0x2D92      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x0576	0x3094      	MOVLW      148
0x0577	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x0578	0x2D92      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x0579	0x30D4      	MOVLW      212
0x057A	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x057B	0x2D92      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x057C	0x3080      	MOVLW      128
0x057D	0x00D1      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,193 :: 		
0x057E	0x2D92      	GOTO       L_Lcd_Out12
L_Lcd_Out11:
0x057F	0x1683      	BSF        STATUS, 5
0x0580	0x1303      	BCF        STATUS, 6
0x0581	0x0851      	MOVF       FARG_Lcd_Out_row, 0
0x0582	0x3A01      	XORLW      1
0x0583	0x1903      	BTFSC      STATUS, 2
0x0584	0x2D6E      	GOTO       L_Lcd_Out13
0x0585	0x0851      	MOVF       FARG_Lcd_Out_row, 0
0x0586	0x3A02      	XORLW      2
0x0587	0x1903      	BTFSC      STATUS, 2
0x0588	0x2D73      	GOTO       L_Lcd_Out14
0x0589	0x0851      	MOVF       FARG_Lcd_Out_row, 0
0x058A	0x3A03      	XORLW      3
0x058B	0x1903      	BTFSC      STATUS, 2
0x058C	0x2D76      	GOTO       L_Lcd_Out15
0x058D	0x0851      	MOVF       FARG_Lcd_Out_row, 0
0x058E	0x3A04      	XORLW      4
0x058F	0x1903      	BTFSC      STATUS, 2
0x0590	0x2D79      	GOTO       L_Lcd_Out16
0x0591	0x2D7C      	GOTO       L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x0592	0x0352      	DECF       FARG_Lcd_Out_column, 0
0x0593	0x00F0      	MOVWF      R0
0x0594	0x0851      	MOVF       FARG_Lcd_Out_row, 0
0x0595	0x07F0      	ADDWF      R0, 1
0x0596	0x0870      	MOVF       R0, 0
0x0597	0x00D1      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,196 :: 		
0x0598	0x0870      	MOVF       R0, 0
0x0599	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x059A	0x20E9      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,197 :: 		
0x059B	0x1683      	BSF        STATUS, 5
0x059C	0x1050      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,198 :: 		
0x059D	0x01D4      	CLRF       Lcd_Out_i_L0
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
0x059E	0x0854      	MOVF       Lcd_Out_i_L0, 0
0x059F	0x0753      	ADDWF      FARG_Lcd_Out_text, 0
0x05A0	0x0084      	MOVWF      FSR
0x05A1	0x0800      	MOVF       INDF, 0
0x05A2	0x1903      	BTFSC      STATUS, 2
0x05A3	0x2DAC      	GOTO       L_Lcd_Out19
;__Lib_Lcd.c,200 :: 		
0x05A4	0x0854      	MOVF       Lcd_Out_i_L0, 0
0x05A5	0x0753      	ADDWF      FARG_Lcd_Out_text, 0
0x05A6	0x0084      	MOVWF      FSR
0x05A7	0x0800      	MOVF       INDF, 0
0x05A8	0x00D5      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x05A9	0x21DB      	CALL       _Lcd_Chr_CP
0x05AA	0x0AD4      	INCF       Lcd_Out_i_L0, 1
0x05AB	0x2D9E      	GOTO       L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x05AC	0x1450      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,202 :: 		
L_end_Lcd_Out:
0x05AD	0x0008      	RETURN
; end of _Lcd_Out
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x05AE	0x2147      	CALL       _____DoICP
0x05AF	0x118A      	BCF        PCLATH, 3
0x05B0	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x05B1	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x05B2	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x05B3	0x0AE6      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x05B4	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x05B5	0x0AE7      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x05B6	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x05B7	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x05B8	0x2DAE      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x05B9	0x0008      	RETURN
; end of ___CC2DW
_Keypad_Init:
;__Lib_Keypad4x4.c,33 :: 		
;__Lib_Keypad4x4.c,34 :: 		
0x05BA	0x30FF      	MOVLW      255
0x05BB	0x1683      	BSF        STATUS, 5
0x05BC	0x1303      	BCF        STATUS, 6
0x05BD	0x0088      	MOVWF      keypadPort+128
;__Lib_Keypad4x4.c,35 :: 		
L_end_Keypad_Init:
0x05BE	0x0008      	RETURN
; end of _Keypad_Init
_alimentar:
;servir.c,55 :: 		void alimentar(unsigned short tama) {
;servir.c,56 :: 		PWM1_Set_Duty(240);
0x05BF	0x30F0      	MOVLW      240
0x05C0	0x1683      	BSF        STATUS, 5
0x05C1	0x1303      	BCF        STATUS, 6
0x05C2	0x00DE      	MOVWF      FARG_PWM1_Set_Duty_new_duty
0x05C3	0x2250      	CALL       _PWM1_Set_Duty
;servir.c,57 :: 		PWM1_Start();                       // start PWM1
0x05C4	0x214E      	CALL       _PWM1_Start
;servir.c,58 :: 		Delay_ms(1000);
0x05C5	0x300B      	MOVLW      11
0x05C6	0x00FB      	MOVWF      R11
0x05C7	0x3026      	MOVLW      38
0x05C8	0x00FC      	MOVWF      R12
0x05C9	0x305D      	MOVLW      93
0x05CA	0x00FD      	MOVWF      R13
L_alimentar13:
0x05CB	0x0BFD      	DECFSZ     R13, 1
0x05CC	0x2DCB      	GOTO       L_alimentar13
0x05CD	0x0BFC      	DECFSZ     R12, 1
0x05CE	0x2DCB      	GOTO       L_alimentar13
0x05CF	0x0BFB      	DECFSZ     R11, 1
0x05D0	0x2DCB      	GOTO       L_alimentar13
0x05D1	0x0000      	NOP
0x05D2	0x0000      	NOP
;servir.c,59 :: 		PWM1_Stop();
0x05D3	0x2289      	CALL       _PWM1_Stop
;servir.c,60 :: 		if (tama = 65){
0x05D4	0x3041      	MOVLW      65
0x05D5	0x1683      	BSF        STATUS, 5
0x05D6	0x00DD      	MOVWF      FARG_alimentar_tama
;servir.c,61 :: 		Delay_ms(1000);
0x05D7	0x300B      	MOVLW      11
0x05D8	0x00FB      	MOVWF      R11
0x05D9	0x3026      	MOVLW      38
0x05DA	0x00FC      	MOVWF      R12
0x05DB	0x305D      	MOVLW      93
0x05DC	0x00FD      	MOVWF      R13
L_alimentar15:
0x05DD	0x0BFD      	DECFSZ     R13, 1
0x05DE	0x2DDD      	GOTO       L_alimentar15
0x05DF	0x0BFC      	DECFSZ     R12, 1
0x05E0	0x2DDD      	GOTO       L_alimentar15
0x05E1	0x0BFB      	DECFSZ     R11, 1
0x05E2	0x2DDD      	GOTO       L_alimentar15
0x05E3	0x0000      	NOP
0x05E4	0x0000      	NOP
;servir.c,62 :: 		}
0x05E5	0x2DFE      	GOTO       L_alimentar16
;servir.c,64 :: 		Delay_ms(1500);
L_alimentar18:
0x05E6	0x0BFD      	DECFSZ     R13, 1
0x05E7	0x2DE6      	GOTO       L_alimentar18
0x05E8	0x0BFC      	DECFSZ     R12, 1
0x05E9	0x2DE6      	GOTO       L_alimentar18
0x05EA	0x0BFB      	DECFSZ     R11, 1
0x05EB	0x2DE6      	GOTO       L_alimentar18
0x05EC	0x0000      	NOP
0x05ED	0x0000      	NOP
;servir.c,65 :: 		}
0x05EE	0x2DFE      	GOTO       L_alimentar19
;servir.c,67 :: 		Delay_ms(2000);
L_alimentar21:
0x05EF	0x0BFD      	DECFSZ     R13, 1
0x05F0	0x2DEF      	GOTO       L_alimentar21
0x05F1	0x0BFC      	DECFSZ     R12, 1
0x05F2	0x2DEF      	GOTO       L_alimentar21
0x05F3	0x0BFB      	DECFSZ     R11, 1
0x05F4	0x2DEF      	GOTO       L_alimentar21
0x05F5	0x0000      	NOP
;servir.c,68 :: 		}
0x05F6	0x2DFE      	GOTO       L_alimentar22
;servir.c,70 :: 		Delay_ms(2500);
L_alimentar24:
0x05F7	0x0BFD      	DECFSZ     R13, 1
0x05F8	0x2DF7      	GOTO       L_alimentar24
0x05F9	0x0BFC      	DECFSZ     R12, 1
0x05FA	0x2DF7      	GOTO       L_alimentar24
0x05FB	0x0BFB      	DECFSZ     R11, 1
0x05FC	0x2DF7      	GOTO       L_alimentar24
0x05FD	0x0000      	NOP
;servir.c,71 :: 		}
L_alimentar22:
L_alimentar19:
L_alimentar16:
0x05FE	0x1683      	BSF        STATUS, 5
;servir.c,72 :: 		PWM1_Set_Duty(50);
0x05FF	0x3032      	MOVLW      50
0x0600	0x00DE      	MOVWF      FARG_PWM1_Set_Duty_new_duty
0x0601	0x2250      	CALL       _PWM1_Set_Duty
;servir.c,73 :: 		PWM1_Start();
0x0602	0x214E      	CALL       _PWM1_Start
;servir.c,74 :: 		Delay_ms(1000);
0x0603	0x300B      	MOVLW      11
0x0604	0x00FB      	MOVWF      R11
0x0605	0x3026      	MOVLW      38
0x0606	0x00FC      	MOVWF      R12
0x0607	0x305D      	MOVLW      93
0x0608	0x00FD      	MOVWF      R13
L_alimentar25:
0x0609	0x0BFD      	DECFSZ     R13, 1
0x060A	0x2E09      	GOTO       L_alimentar25
0x060B	0x0BFC      	DECFSZ     R12, 1
0x060C	0x2E09      	GOTO       L_alimentar25
0x060D	0x0BFB      	DECFSZ     R11, 1
0x060E	0x2E09      	GOTO       L_alimentar25
0x060F	0x0000      	NOP
0x0610	0x0000      	NOP
;servir.c,75 :: 		PWM1_Stop();
0x0611	0x2289      	CALL       _PWM1_Stop
;servir.c,76 :: 		}
L_end_alimentar:
0x0612	0x0008      	RETURN
; end of _alimentar
_PWM1_Init:
;__Lib_PWM_c21.c,33 :: 		
;__Lib_PWM_c21.c,34 :: 		
;__Lib_PWM_c21.c,35 :: 		
0x0613	0x1283      	BCF        STATUS, 5
0x0614	0x1303      	BCF        STATUS, 6
0x0615	0x0195      	CLRF       CCPR1L
;__Lib_PWM_c21.c,36 :: 		
0x0616	0x1217      	BCF        CCP1CON, 4
;__Lib_PWM_c21.c,37 :: 		
0x0617	0x1297      	BCF        CCP1CON, 5
;__Lib_PWM_c21.c,38 :: 		
L_end_PWM1_Init:
0x0618	0x0008      	RETURN
; end of _PWM1_Init
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x0619	0x1683      	BSF        STATUS, 5
0x061A	0x1303      	BCF        STATUS, 6
0x061B	0x1205      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x061C	0x1285      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x061D	0x1005      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x061E	0x1085      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x061F	0x1105      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x0620	0x1185      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x0621	0x1283      	BCF        STATUS, 5
0x0622	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x0623	0x1285      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x0624	0x1185      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x0625	0x1105      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x0626	0x1085      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x0627	0x1005      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x0628	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x0629	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x062A	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x062B	0x1485      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x062C	0x1405      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x062D	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x062E	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x062F	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x0630	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x0631	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x0632	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x0633	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x0634	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x0635	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x0636	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x0637	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x0638	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x0639	0x1005      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x063A	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x063B	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x063C	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x063D	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x063E	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x063F	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x0640	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x0641	0x1085      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x0642	0x1585      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x0643	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x0644	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x0645	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x0646	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x0647	0x1185      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x0648	0x1405      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x0649	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x064A	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x064B	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x064C	0x1005      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x064D	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x064E	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x064F	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
