;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 2/23/2016 12:16:58 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_Lcd.c,171 :: 		
0x049B	0x1585      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x049C	0x1505      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x049D	0x1485      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x049E	0x1405      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x049F	0x1685      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x04A0	0x2075      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x04A1	0x1285      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x04A2	0x2068      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x04A3	0x1683      	BSF        STATUS, 5
0x04A4	0x144F      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x04A5	0x0008      	RETURN
; end of _Lcd_Init
_UART1_Init:
;__Lib_UART_c67.c,2 :: 		
;__Lib_UART_c67.c,5 :: 		
0x04A6	0x1683      	BSF        STATUS, 5
0x04A7	0x1303      	BCF        STATUS, 6
0x04A8	0x1698      	BSF        TXSTA, 5
;__Lib_UART_c67.c,6 :: 		
0x04A9	0x3090      	MOVLW      144
0x04AA	0x1283      	BCF        STATUS, 5
0x04AB	0x0098      	MOVWF      RCSTA
;__Lib_UART_c67.c,7 :: 		
0x04AC	0x1683      	BSF        STATUS, 5
0x04AD	0x1787      	BSF        TRISC7_bit, 7
;__Lib_UART_c67.c,8 :: 		
0x04AE	0x1307      	BCF        TRISC6_bit, 6
;__Lib_UART_c67.c,10 :: 		
L_UART1_Init0:
0x04AF	0x1283      	BCF        STATUS, 5
0x04B0	0x1E8C      	BTFSS      PIR1, 5
0x04B1	0x2CB5      	GOTO       L_UART1_Init1
;__Lib_UART_c67.c,11 :: 		
0x04B2	0x081A      	MOVF       RCREG, 0
0x04B3	0x00F0      	MOVWF      R0
0x04B4	0x2CAF      	GOTO       L_UART1_Init0
L_UART1_Init1:
;__Lib_UART_c67.c,12 :: 		
L_end_UART1_Init:
0x04B5	0x0008      	RETURN
; end of _UART1_Init
_PWM1_Init:
;__Lib_PWM_c21.c,33 :: 		
;__Lib_PWM_c21.c,34 :: 		
;__Lib_PWM_c21.c,35 :: 		
0x04B6	0x1283      	BCF        STATUS, 5
0x04B7	0x1303      	BCF        STATUS, 6
0x04B8	0x0195      	CLRF       CCPR1L
;__Lib_PWM_c21.c,36 :: 		
0x04B9	0x1217      	BCF        CCP1CON, 4
;__Lib_PWM_c21.c,37 :: 		
0x04BA	0x1297      	BCF        CCP1CON, 5
;__Lib_PWM_c21.c,38 :: 		
L_end_PWM1_Init:
0x04BB	0x0008      	RETURN
; end of _PWM1_Init
_alimentar:
;servir.c,45 :: 		void alimentar(unsigned short tama) {
;servir.c,46 :: 		PWM1_Set_Duty(70);
0x04BC	0x3046      	MOVLW      70
0x04BD	0x1683      	BSF        STATUS, 5
0x04BE	0x1303      	BCF        STATUS, 6
0x04BF	0x00DD      	MOVWF      FARG_PWM1_Set_Duty_new_duty
0x04C0	0x224A      	CALL       _PWM1_Set_Duty
;servir.c,47 :: 		PWM1_Start();                       // start PWM1
0x04C1	0x215A      	CALL       _PWM1_Start
;servir.c,48 :: 		Delay_ms(1000);
0x04C2	0x300B      	MOVLW      11
0x04C3	0x00FB      	MOVWF      R11
0x04C4	0x3026      	MOVLW      38
0x04C5	0x00FC      	MOVWF      R12
0x04C6	0x305D      	MOVLW      93
0x04C7	0x00FD      	MOVWF      R13
L_alimentar14:
0x04C8	0x0BFD      	DECFSZ     R13, 1
0x04C9	0x2CC8      	GOTO       L_alimentar14
0x04CA	0x0BFC      	DECFSZ     R12, 1
0x04CB	0x2CC8      	GOTO       L_alimentar14
0x04CC	0x0BFB      	DECFSZ     R11, 1
0x04CD	0x2CC8      	GOTO       L_alimentar14
0x04CE	0x0000      	NOP
0x04CF	0x0000      	NOP
;servir.c,49 :: 		PWM1_Stop();
0x04D0	0x2283      	CALL       _PWM1_Stop
;servir.c,50 :: 		if (tama = 65){
0x04D1	0x3041      	MOVLW      65
0x04D2	0x1683      	BSF        STATUS, 5
0x04D3	0x00DC      	MOVWF      FARG_alimentar_tama
;servir.c,51 :: 		Delay_ms(100);
0x04D4	0x3002      	MOVLW      2
0x04D5	0x00FB      	MOVWF      R11
0x04D6	0x3004      	MOVLW      4
0x04D7	0x00FC      	MOVWF      R12
0x04D8	0x30BA      	MOVLW      186
0x04D9	0x00FD      	MOVWF      R13
L_alimentar16:
0x04DA	0x0BFD      	DECFSZ     R13, 1
0x04DB	0x2CDA      	GOTO       L_alimentar16
0x04DC	0x0BFC      	DECFSZ     R12, 1
0x04DD	0x2CDA      	GOTO       L_alimentar16
0x04DE	0x0BFB      	DECFSZ     R11, 1
0x04DF	0x2CDA      	GOTO       L_alimentar16
0x04E0	0x0000      	NOP
;servir.c,52 :: 		}
0x04E1	0x2CF8      	GOTO       L_alimentar17
;servir.c,54 :: 		Delay_ms(150);
L_alimentar19:
0x04E2	0x0BFD      	DECFSZ     R13, 1
0x04E3	0x2CE2      	GOTO       L_alimentar19
0x04E4	0x0BFC      	DECFSZ     R12, 1
0x04E5	0x2CE2      	GOTO       L_alimentar19
0x04E6	0x0BFB      	DECFSZ     R11, 1
0x04E7	0x2CE2      	GOTO       L_alimentar19
;servir.c,55 :: 		}
0x04E8	0x2CF8      	GOTO       L_alimentar20
;servir.c,57 :: 		Delay_ms(200);
L_alimentar22:
0x04E9	0x0BFD      	DECFSZ     R13, 1
0x04EA	0x2CE9      	GOTO       L_alimentar22
0x04EB	0x0BFC      	DECFSZ     R12, 1
0x04EC	0x2CE9      	GOTO       L_alimentar22
0x04ED	0x0BFB      	DECFSZ     R11, 1
0x04EE	0x2CE9      	GOTO       L_alimentar22
;servir.c,58 :: 		}
0x04EF	0x2CF8      	GOTO       L_alimentar23
;servir.c,60 :: 		Delay_ms(250);
L_alimentar25:
0x04F0	0x0BFD      	DECFSZ     R13, 1
0x04F1	0x2CF0      	GOTO       L_alimentar25
0x04F2	0x0BFC      	DECFSZ     R12, 1
0x04F3	0x2CF0      	GOTO       L_alimentar25
0x04F4	0x0BFB      	DECFSZ     R11, 1
0x04F5	0x2CF0      	GOTO       L_alimentar25
0x04F6	0x0000      	NOP
0x04F7	0x0000      	NOP
;servir.c,61 :: 		}
L_alimentar23:
L_alimentar20:
L_alimentar17:
0x04F8	0x1683      	BSF        STATUS, 5
;servir.c,62 :: 		PWM1_Set_Duty(50);
0x04F9	0x3032      	MOVLW      50
0x04FA	0x00DD      	MOVWF      FARG_PWM1_Set_Duty_new_duty
0x04FB	0x224A      	CALL       _PWM1_Set_Duty
;servir.c,63 :: 		PWM1_Start();
0x04FC	0x215A      	CALL       _PWM1_Start
;servir.c,64 :: 		Delay_ms(1000);
0x04FD	0x300B      	MOVLW      11
0x04FE	0x00FB      	MOVWF      R11
0x04FF	0x3026      	MOVLW      38
0x0500	0x00FC      	MOVWF      R12
0x0501	0x305D      	MOVLW      93
0x0502	0x00FD      	MOVWF      R13
L_alimentar26:
0x0503	0x0BFD      	DECFSZ     R13, 1
0x0504	0x2D03      	GOTO       L_alimentar26
0x0505	0x0BFC      	DECFSZ     R12, 1
0x0506	0x2D03      	GOTO       L_alimentar26
0x0507	0x0BFB      	DECFSZ     R11, 1
0x0508	0x2D03      	GOTO       L_alimentar26
0x0509	0x0000      	NOP
0x050A	0x0000      	NOP
;servir.c,65 :: 		PWM1_Stop();
0x050B	0x2283      	CALL       _PWM1_Stop
;servir.c,66 :: 		}
L_end_alimentar:
0x050C	0x0008      	RETURN
; end of _alimentar
_EEPROM_Read:
;__Lib_EEPROM.c,4 :: 		
;__Lib_EEPROM.c,5 :: 		
0x050D	0x1683      	BSF        STATUS, 5
0x050E	0x1303      	BCF        STATUS, 6
0x050F	0x0850      	MOVF       FARG_EEPROM_Read_Address, 0
0x0510	0x1283      	BCF        STATUS, 5
0x0511	0x1703      	BSF        STATUS, 6
0x0512	0x008D      	MOVWF      EEADR
;__Lib_EEPROM.c,6 :: 		
0x0513	0x1683      	BSF        STATUS, 5
0x0514	0x138C      	BCF        EECON1, 7
;__Lib_EEPROM.c,12 :: 		
0x0515	0x140C      	BSF        EECON1, 0
;__Lib_EEPROM.c,13 :: 		
0x0516	0x1283      	BCF        STATUS, 5
0x0517	0x080C      	MOVF       EEDATA, 0
0x0518	0x00F0      	MOVWF      R0
;__Lib_EEPROM.c,14 :: 		
L_end_EEPROM_Read:
0x0519	0x0008      	RETURN
; end of _EEPROM_Read
_Keypad_Init:
;__Lib_Keypad4x4.c,33 :: 		
;__Lib_Keypad4x4.c,34 :: 		
0x051A	0x30FF      	MOVLW      255
0x051B	0x1683      	BSF        STATUS, 5
0x051C	0x1303      	BCF        STATUS, 6
0x051D	0x0088      	MOVWF      keypadPort+128
;__Lib_Keypad4x4.c,35 :: 		
L_end_Keypad_Init:
0x051E	0x0008      	RETURN
; end of _Keypad_Init
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x051F	0x2199      	CALL       _____DoICP
0x0520	0x118A      	BCF        PCLATH, 3
0x0521	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x0522	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x0523	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x0524	0x0AE5      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x0525	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x0526	0x0AE6      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x0527	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x0528	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x0529	0x2D1F      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x052A	0x0008      	RETURN
; end of ___CC2DW
_main:
0x052B	0x268C      	CALL       1676
;pru blue.c,31 :: 		void main() {
;pru blue.c,33 :: 		tama = EEPROM_read(0x01);
0x052C	0x3001      	MOVLW      1
0x052D	0x1683      	BSF        STATUS, 5
0x052E	0x1303      	BCF        STATUS, 6
0x052F	0x00D0      	MOVWF      FARG_EEPROM_Read_Address
0x0530	0x250D      	CALL       _EEPROM_Read
0x0531	0x0870      	MOVF       R0, 0
0x0532	0x1303      	BCF        STATUS, 6
0x0533	0x00EE      	MOVWF      _tama
;pru blue.c,34 :: 		hora = EEPROM_read(0x02);
0x0534	0x3002      	MOVLW      2
0x0535	0x1683      	BSF        STATUS, 5
0x0536	0x00D0      	MOVWF      FARG_EEPROM_Read_Address
0x0537	0x250D      	CALL       _EEPROM_Read
0x0538	0x0870      	MOVF       R0, 0
0x0539	0x1303      	BCF        STATUS, 6
0x053A	0x00ED      	MOVWF      _hora
;pru blue.c,35 :: 		minuto = EEPROM_read(0x03);
0x053B	0x3003      	MOVLW      3
0x053C	0x1683      	BSF        STATUS, 5
0x053D	0x00D0      	MOVWF      FARG_EEPROM_Read_Address
0x053E	0x250D      	CALL       _EEPROM_Read
0x053F	0x0870      	MOVF       R0, 0
0x0540	0x1303      	BCF        STATUS, 6
0x0541	0x00EF      	MOVWF      _minuto
;pru blue.c,36 :: 		seg = EEPROM_read(0x04);
0x0542	0x3004      	MOVLW      4
0x0543	0x1683      	BSF        STATUS, 5
0x0544	0x00D0      	MOVWF      FARG_EEPROM_Read_Address
0x0545	0x250D      	CALL       _EEPROM_Read
0x0546	0x0870      	MOVF       R0, 0
0x0547	0x1683      	BSF        STATUS, 5
0x0548	0x1303      	BCF        STATUS, 6
0x0549	0x00CC      	MOVWF      _seg
;pru blue.c,38 :: 		OPTION_REG = 0x83;             // Set timer TMR0
0x054A	0x3083      	MOVLW      131
0x054B	0x0081      	MOVWF      OPTION_REG
;pru blue.c,39 :: 		TMR0 = 131;
0x054C	0x3083      	MOVLW      131
0x054D	0x1283      	BCF        STATUS, 5
0x054E	0x0081      	MOVWF      TMR0
;pru blue.c,40 :: 		INTCON = 0xA0;                 // Disable interrupt PEIE,INTE,RBIE,T0IE
0x054F	0x30A0      	MOVLW      160
0x0550	0x008B      	MOVWF      INTCON
;pru blue.c,41 :: 		PORTA = 0;                     // Turn off both displays
0x0551	0x0185      	CLRF       PORTA
;pru blue.c,42 :: 		TRISA = 0;                     // All port A pins are configured as outputs
0x0552	0x1683      	BSF        STATUS, 5
0x0553	0x0185      	CLRF       TRISA
;pru blue.c,43 :: 		PORTb = 0;                     // Turn off both displays
0x0554	0x1283      	BCF        STATUS, 5
0x0555	0x0186      	CLRF       PORTB
;pru blue.c,44 :: 		TRISb = 0;
0x0556	0x1683      	BSF        STATUS, 5
0x0557	0x0186      	CLRF       TRISB
;pru blue.c,45 :: 		C1ON_bit = 0;                       // Disable comparators
0x0558	0x1283      	BCF        STATUS, 5
0x0559	0x1703      	BSF        STATUS, 6
0x055A	0x1387      	BCF        C1ON_bit, 7
;pru blue.c,46 :: 		C2ON_bit = 0;
0x055B	0x1388      	BCF        C2ON_bit, 7
;pru blue.c,47 :: 		PWM1_Init(500);
0x055C	0x1303      	BCF        STATUS, 6
0x055D	0x1412      	BSF        T2CON, 0
0x055E	0x1492      	BSF        T2CON, 1
0x055F	0x30F9      	MOVLW      249
0x0560	0x1683      	BSF        STATUS, 5
0x0561	0x0092      	MOVWF      PR2
0x0562	0x24B6      	CALL       _PWM1_Init
;pru blue.c,48 :: 		ANSEL = 0;
0x0563	0x1683      	BSF        STATUS, 5
0x0564	0x1703      	BSF        STATUS, 6
0x0565	0x0188      	CLRF       ANSEL
;pru blue.c,49 :: 		ANSELH = 0;
0x0566	0x0189      	CLRF       ANSELH
;pru blue.c,50 :: 		UART1_Init(19200);
0x0567	0x3019      	MOVLW      25
0x0568	0x1303      	BCF        STATUS, 6
0x0569	0x0099      	MOVWF      SPBRG
0x056A	0x1518      	BSF        TXSTA, 2
0x056B	0x24A6      	CALL       _UART1_Init
;pru blue.c,51 :: 		Keypad_Init();                           // Initialize Keypad
0x056C	0x251A      	CALL       _Keypad_Init
;pru blue.c,52 :: 		Lcd_Init();                              // Initialize Lcd
0x056D	0x2457      	CALL       _Lcd_Init
;pru blue.c,53 :: 		Lcd_Cmd(_LCD_CLEAR);                      // Clear display
0x056E	0x3001      	MOVLW      1
0x056F	0x00D7      	MOVWF      FARG_Lcd_Cmd_out_char
0x0570	0x20E3      	CALL       _Lcd_Cmd
;pru blue.c,54 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);                 // Cursor off
0x0571	0x300C      	MOVLW      12
0x0572	0x1683      	BSF        STATUS, 5
0x0573	0x00D7      	MOVWF      FARG_Lcd_Cmd_out_char
0x0574	0x20E3      	CALL       _Lcd_Cmd
;pru blue.c,55 :: 		counter = 0;
0x0575	0x01EA      	CLRF       _counter
0x0576	0x01EB      	CLRF       _counter+1
;pru blue.c,56 :: 		segundos = 0;
0x0577	0x01EC      	CLRF       _segundos
;pru blue.c,57 :: 		minutos = 0;
0x0578	0x01E9      	CLRF       _minutos
;pru blue.c,58 :: 		horas = 0;
0x0579	0x01E7      	CLRF       _horas
;pru blue.c,59 :: 		kp = 0;
0x057A	0x01E8      	CLRF       _kp
;pru blue.c,63 :: 		do{
L_main63:
;pru blue.c,64 :: 		Lcd_Cmd(_LCD_CLEAR);
0x057B	0x3001      	MOVLW      1
0x057C	0x1683      	BSF        STATUS, 5
0x057D	0x00D7      	MOVWF      FARG_Lcd_Cmd_out_char
0x057E	0x20E3      	CALL       _Lcd_Cmd
;pru blue.c,65 :: 		Lcd_Out(1, 1, "Hola ");
0x057F	0x3001      	MOVLW      1
0x0580	0x1683      	BSF        STATUS, 5
0x0581	0x00D0      	MOVWF      FARG_Lcd_Out_row
0x0582	0x3001      	MOVLW      1
0x0583	0x00D1      	MOVWF      FARG_Lcd_Out_column
0x0584	0x3033      	MOVLW      ?lstr1_pru_32blue
0x0585	0x00D2      	MOVWF      FARG_Lcd_Out_text
0x0586	0x2416      	CALL       _Lcd_Out
;pru blue.c,66 :: 		Lcd_Out(2, 1, "Pres una tecla");
0x0587	0x3002      	MOVLW      2
0x0588	0x00D0      	MOVWF      FARG_Lcd_Out_row
0x0589	0x3001      	MOVLW      1
0x058A	0x00D1      	MOVWF      FARG_Lcd_Out_column
0x058B	0x3039      	MOVLW      ?lstr2_pru_32blue
0x058C	0x00D2      	MOVWF      FARG_Lcd_Out_text
0x058D	0x2416      	CALL       _Lcd_Out
;pru blue.c,67 :: 		do {
L_main66:
;pru blue.c,68 :: 		kp =Keypad_Key_Click();             // Store key code in kp variable
0x058E	0x21BA      	CALL       _Keypad_Key_Click
0x058F	0x0870      	MOVF       R0, 0
0x0590	0x1283      	BCF        STATUS, 5
0x0591	0x00E8      	MOVWF      _kp
;pru blue.c,69 :: 		if (UART1_Data_Ready()){
0x0592	0x228B      	CALL       _UART1_Data_Ready
0x0593	0x0870      	MOVF       R0, 0
0x0594	0x1903      	BTFSC      STATUS, 2
0x0595	0x2D98      	GOTO       L_main69
;pru blue.c,70 :: 		kp = 1;
0x0596	0x3001      	MOVLW      1
0x0597	0x00E8      	MOVWF      _kp
;pru blue.c,71 :: 		}
L_main69:
;pru blue.c,72 :: 		}while (!kp);
0x0598	0x0868      	MOVF       _kp, 0
0x0599	0x1903      	BTFSC      STATUS, 2
0x059A	0x2D8E      	GOTO       L_main66
;pru blue.c,74 :: 		Lcd_Cmd(_LCD_CLEAR);
0x059B	0x3001      	MOVLW      1
0x059C	0x1683      	BSF        STATUS, 5
0x059D	0x00D7      	MOVWF      FARG_Lcd_Cmd_out_char
0x059E	0x20E3      	CALL       _Lcd_Cmd
;pru blue.c,75 :: 		Lcd_Out(1, 1, "Elija tamaño");
0x059F	0x3001      	MOVLW      1
0x05A0	0x1683      	BSF        STATUS, 5
0x05A1	0x00D0      	MOVWF      FARG_Lcd_Out_row
0x05A2	0x3001      	MOVLW      1
0x05A3	0x00D1      	MOVWF      FARG_Lcd_Out_column
0x05A4	0x3026      	MOVLW      ?lstr3_pru_32blue
0x05A5	0x00D2      	MOVWF      FARG_Lcd_Out_text
0x05A6	0x2416      	CALL       _Lcd_Out
;pru blue.c,76 :: 		delay();
0x05A7	0x21A9      	CALL       _delay
;pru blue.c,77 :: 		tama = qtama ();
0x05A8	0x2365      	CALL       _qtama
0x05A9	0x0870      	MOVF       R0, 0
0x05AA	0x1283      	BCF        STATUS, 5
0x05AB	0x00EE      	MOVWF      _tama
;pru blue.c,79 :: 		Lcd_Cmd(_LCD_CLEAR);
0x05AC	0x3001      	MOVLW      1
0x05AD	0x1683      	BSF        STATUS, 5
0x05AE	0x00D7      	MOVWF      FARG_Lcd_Cmd_out_char
0x05AF	0x20E3      	CALL       _Lcd_Cmd
;pru blue.c,80 :: 		Lcd_Out(1, 1, "Cada cuanto");                 // Write message text on Lcd
0x05B0	0x3001      	MOVLW      1
0x05B1	0x1683      	BSF        STATUS, 5
0x05B2	0x00D0      	MOVWF      FARG_Lcd_Out_row
0x05B3	0x3001      	MOVLW      1
0x05B4	0x00D1      	MOVWF      FARG_Lcd_Out_column
0x05B5	0x3048      	MOVLW      ?lstr4_pru_32blue
0x05B6	0x00D2      	MOVWF      FARG_Lcd_Out_text
0x05B7	0x2416      	CALL       _Lcd_Out
;pru blue.c,81 :: 		Lcd_Out(2, 1, "alimentar mascot");
0x05B8	0x3002      	MOVLW      2
0x05B9	0x00D0      	MOVWF      FARG_Lcd_Out_row
0x05BA	0x3001      	MOVLW      1
0x05BB	0x00D1      	MOVWF      FARG_Lcd_Out_column
0x05BC	0x3054      	MOVLW      ?lstr5_pru_32blue
0x05BD	0x00D2      	MOVWF      FARG_Lcd_Out_text
0x05BE	0x2416      	CALL       _Lcd_Out
;pru blue.c,82 :: 		delay();
0x05BF	0x21A9      	CALL       _delay
;pru blue.c,83 :: 		Lcd_Cmd(_LCD_CLEAR);
0x05C0	0x3001      	MOVLW      1
0x05C1	0x1683      	BSF        STATUS, 5
0x05C2	0x00D7      	MOVWF      FARG_Lcd_Cmd_out_char
0x05C3	0x20E3      	CALL       _Lcd_Cmd
;pru blue.c,84 :: 		Lcd_Out(1, 1, "Numero de horas");                 // Write message text on Lcd
0x05C4	0x3001      	MOVLW      1
0x05C5	0x1683      	BSF        STATUS, 5
0x05C6	0x00D0      	MOVWF      FARG_Lcd_Out_row
0x05C7	0x3001      	MOVLW      1
0x05C8	0x00D1      	MOVWF      FARG_Lcd_Out_column
0x05C9	0x30AE      	MOVLW      ?lstr6_pru_32blue
0x05CA	0x00D2      	MOVWF      FARG_Lcd_Out_text
0x05CB	0x2416      	CALL       _Lcd_Out
;pru blue.c,85 :: 		hora = obtenerNumero (24);
0x05CC	0x3018      	MOVLW      24
0x05CD	0x00D0      	MOVWF      FARG_obtenerNumero_numeroMax
0x05CE	0x2292      	CALL       _obtenerNumero
0x05CF	0x0870      	MOVF       R0, 0
0x05D0	0x1283      	BCF        STATUS, 5
0x05D1	0x00ED      	MOVWF      _hora
;pru blue.c,86 :: 		Lcd_Cmd(_LCD_CLEAR);
0x05D2	0x3001      	MOVLW      1
0x05D3	0x1683      	BSF        STATUS, 5
0x05D4	0x00D7      	MOVWF      FARG_Lcd_Cmd_out_char
0x05D5	0x20E3      	CALL       _Lcd_Cmd
;pru blue.c,87 :: 		Lcd_Out(1, 1, " # de minutos");                 // Write message text on Lcd
0x05D6	0x3001      	MOVLW      1
0x05D7	0x1683      	BSF        STATUS, 5
0x05D8	0x00D0      	MOVWF      FARG_Lcd_Out_row
0x05D9	0x3001      	MOVLW      1
0x05DA	0x00D1      	MOVWF      FARG_Lcd_Out_column
0x05DB	0x30BE      	MOVLW      ?lstr7_pru_32blue
0x05DC	0x00D2      	MOVWF      FARG_Lcd_Out_text
0x05DD	0x2416      	CALL       _Lcd_Out
;pru blue.c,88 :: 		minuto = obtenerNumero (60);
0x05DE	0x303C      	MOVLW      60
0x05DF	0x00D0      	MOVWF      FARG_obtenerNumero_numeroMax
0x05E0	0x2292      	CALL       _obtenerNumero
0x05E1	0x0870      	MOVF       R0, 0
0x05E2	0x1283      	BCF        STATUS, 5
0x05E3	0x00EF      	MOVWF      _minuto
;pru blue.c,89 :: 		Lcd_Cmd(_LCD_CLEAR);
0x05E4	0x3001      	MOVLW      1
0x05E5	0x1683      	BSF        STATUS, 5
0x05E6	0x00D7      	MOVWF      FARG_Lcd_Cmd_out_char
0x05E7	0x20E3      	CALL       _Lcd_Cmd
;pru blue.c,90 :: 		Lcd_Out(1, 1, "# de segundos");                 // Write message text on Lcd
0x05E8	0x3001      	MOVLW      1
0x05E9	0x1683      	BSF        STATUS, 5
0x05EA	0x00D0      	MOVWF      FARG_Lcd_Out_row
0x05EB	0x3001      	MOVLW      1
0x05EC	0x00D1      	MOVWF      FARG_Lcd_Out_column
0x05ED	0x30A0      	MOVLW      ?lstr8_pru_32blue
0x05EE	0x00D2      	MOVWF      FARG_Lcd_Out_text
0x05EF	0x2416      	CALL       _Lcd_Out
;pru blue.c,91 :: 		seg = obtenerNumero (60);
0x05F0	0x303C      	MOVLW      60
0x05F1	0x00D0      	MOVWF      FARG_obtenerNumero_numeroMax
0x05F2	0x2292      	CALL       _obtenerNumero
0x05F3	0x0870      	MOVF       R0, 0
0x05F4	0x00CC      	MOVWF      _seg
;pru blue.c,93 :: 		EEPROM_Write(0x01,tama);
0x05F5	0x3001      	MOVLW      1
0x05F6	0x00D0      	MOVWF      FARG_EEPROM_Write_Address
0x05F7	0x1283      	BCF        STATUS, 5
0x05F8	0x086E      	MOVF       _tama, 0
0x05F9	0x1683      	BSF        STATUS, 5
0x05FA	0x00D1      	MOVWF      FARG_EEPROM_Write_data_
0x05FB	0x23F3      	CALL       _EEPROM_Write
;pru blue.c,94 :: 		EEPROM_Write(0x02,hora);
0x05FC	0x3002      	MOVLW      2
0x05FD	0x1303      	BCF        STATUS, 6
0x05FE	0x00D0      	MOVWF      FARG_EEPROM_Write_Address
0x05FF	0x1283      	BCF        STATUS, 5
0x0600	0x086D      	MOVF       _hora, 0
0x0601	0x1683      	BSF        STATUS, 5
0x0602	0x00D1      	MOVWF      FARG_EEPROM_Write_data_
0x0603	0x23F3      	CALL       _EEPROM_Write
;pru blue.c,95 :: 		EEPROM_Write(0x03,minuto);
0x0604	0x3003      	MOVLW      3
0x0605	0x1303      	BCF        STATUS, 6
0x0606	0x00D0      	MOVWF      FARG_EEPROM_Write_Address
0x0607	0x1283      	BCF        STATUS, 5
0x0608	0x086F      	MOVF       _minuto, 0
0x0609	0x1683      	BSF        STATUS, 5
0x060A	0x00D1      	MOVWF      FARG_EEPROM_Write_data_
0x060B	0x23F3      	CALL       _EEPROM_Write
;pru blue.c,96 :: 		EEPROM_Write(0x04,seg);
0x060C	0x3004      	MOVLW      4
0x060D	0x1303      	BCF        STATUS, 6
0x060E	0x00D0      	MOVWF      FARG_EEPROM_Write_Address
0x060F	0x084C      	MOVF       _seg, 0
0x0610	0x00D1      	MOVWF      FARG_EEPROM_Write_data_
0x0611	0x23F3      	CALL       _EEPROM_Write
;pru blue.c,97 :: 		counter = 0;
0x0612	0x1283      	BCF        STATUS, 5
0x0613	0x1303      	BCF        STATUS, 6
0x0614	0x01EA      	CLRF       _counter
0x0615	0x01EB      	CLRF       _counter+1
;pru blue.c,98 :: 		segundos = 0;
0x0616	0x01EC      	CLRF       _segundos
;pru blue.c,99 :: 		minutos = 0;
0x0617	0x01E9      	CLRF       _minutos
;pru blue.c,100 :: 		horas = 0;
0x0618	0x01E7      	CLRF       _horas
;pru blue.c,101 :: 		}while (1);
0x0619	0x2D7B      	GOTO       L_main63
;pru blue.c,102 :: 		}
L_end_main:
0x061A	0x2E1A      	GOTO       $+0
; end of _main
0x068C	0x3026      	MOVLW      38
0x068D	0x0084      	MOVWF      FSR
0x068E	0x303F      	MOVLW      63
0x068F	0x1283      	BCF        STATUS, 5
0x0690	0x1303      	BCF        STATUS, 6
0x0691	0x00F0      	MOVWF      R0
0x0692	0x3020      	MOVLW      32
0x0693	0x00E5      	MOVWF      ___DoICPAddr
0x0694	0x3006      	MOVLW      6
0x0695	0x00E6      	MOVWF      102
0x0696	0x251F      	CALL       1311
0x0697	0x30A0      	MOVLW      160
0x0698	0x0084      	MOVWF      FSR
0x0699	0x302C      	MOVLW      44
0x069A	0x1283      	BCF        STATUS, 5
0x069B	0x1303      	BCF        STATUS, 6
0x069C	0x00F0      	MOVWF      R0
0x069D	0x305F      	MOVLW      95
0x069E	0x00E5      	MOVWF      ___DoICPAddr
0x069F	0x3006      	MOVLW      6
0x06A0	0x00E6      	MOVWF      102
0x06A1	0x251F      	CALL       1311
0x06A2	0x0008      	RETURN
;pru blue.c,0 :: ?ICS?lstr3_pru_32blue
0x0620	0x3445 ;?ICS?lstr3_pru_32blue+0
0x0621	0x346C ;?ICS?lstr3_pru_32blue+1
0x0622	0x3469 ;?ICS?lstr3_pru_32blue+2
0x0623	0x346A ;?ICS?lstr3_pru_32blue+3
0x0624	0x3461 ;?ICS?lstr3_pru_32blue+4
0x0625	0x3420 ;?ICS?lstr3_pru_32blue+5
